ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity,ethnologue_L2_users,used_as_L2_by,notes,NOTA BENE! Remember to use Ethnologue version 20 (the 2017 version)!,,,
pym,Fyam,Niger-Congo,African-Savannah,,,0,0.5454545617,11,3000,256.6688297,0,FALSE,no information,,,,,
qub,Huallaga Huánuco Quechua,Quechuan,Andean,1.539522529,11.60898018,0,,,40000,4302.984885,0,FALSE,no information,,,,,
quc,Central Quiché,Mayan,,1.403348327,8.149786949,0,,,1900000,3342.305794,0,FALSE,no information,,,,,
quf,Lambayeque Quechua,Quechuan,,1.352833867,10.69620228,0,,,20000,7660.216587,0,FALSE,no information,,,,,
quh,South Bolivian Quechua,Quechuan,Andean,1.43941927,11.28302002,0,0.1666666716,3,3635000,183332.2239,0,FALSE,no information,,,,,
qui,Quileute,Chimakuan,Alaska-Oregon,,,0,0.6818181872,11,10,64.48813263,0,FALSE,no information,No known L1 speakers,,,,
qul,North Bolivian Quechua,Quechuan,,1.415910482,11.24293518,,,,116000,11566.09617,1,FALSE,no information,,,,,
qum,Sipacapense,Mayan,Mesoamerica,,,0,0.4444444478,9,8000,24.54411129,0,FALSE,no information,,,,,
qup,Southern Pastaza Quechua,Quechuan,,1.278602719,10.48822117,0,,,1550,9897.674975,0,FALSE,no information,,,,,
quw,Tena Lowland Quichua,Quechuan,,1.452301741,10.45864582,0,,,20000,8831.124077,0,FALSE,Used as L2 by Waorani [auc].,,,,,
quy,Ayacucho Quechua,Quechuan,Andean,1.536438227,11.63853264,,1,1,900000,67931.03338,1,FALSE,no information,,,,,
quz,Cusco Quechua,Quechuan,Andean,1.435900331,11.67161465,,,,1500000,51252.65621,1,FALSE,Used as L2 by Arequipa-La Unión Quechua [qxu].,,,,,
qvc,Cajamarca Quechua,Quechuan,Andean,1.3441571,10.75099373,0,,,30000,5659.909206,0,FALSE,no information,,,,,
qve,Eastern Apurímac Quechua,Quechuan,,1.268617153,10.92811489,0,,,200000,13759.42219,0,FALSE,no information,,,,,
qvh,Huamalíes-Dos de Mayo Huánuco Quechua,Quechuan,,1.408934116,11.05104733,0,0.875,8,72400,5946.332677,0,FALSE,no information,,,,,
qvi,Imbabura Highland Quichua,Quechuan,,1.221615553,10.84965134,0,0.662117362,28,300000,4624.558184,0,FALSE,no information,,,,,
qvm,Margos-Yarowilca-Lauricocha Quechua,Quechuan,,1.342658043,10.87425709,0,,,83400,4052.233049,0,FALSE,no information,,,,,
qvn,North Junín Quechua,Quechuan,,1.51206708,11.21472454,0,1,1,60000,10618.90637,0,FALSE,no information,,,,,
qvo,Napo Lowland Quechua,Quechuan,,1.407033324,10.45072937,0,,,14000,28098.0601,0,FALSE,no information,,,,,
qvs,San Martín Quechua,Quechuan,,1.232834697,10.4282608,0,,,15000,11478.54917,0,FALSE,no information,,,,,
qvw,Huaylla Wanca Quechua,Quechuan,,1.641319752,11.7501564,0,,,250000,6731.318484,0,FALSE,no information,,,,,
qvz,Northern Pastaza Quichua,Quechuan,,1.43676281,10.44005775,0,,,10000,16110.44093,0,FALSE,"Used as L2 by Achuar-Shiwiar [acu], Waorani [auc].",,,,,
qwh,Huaylas Ancash Quechua,Quechuan,,1.569639087,11.25824547,0,,,336000,10837.7859,0,FALSE,no information,,,,,
qxh,Panao Huánuco Quechua,Quechuan,,1.37858212,11.03287697,0,,,50000,3007.276282,0,FALSE,no information,,,,,
qxn,Northern Conchucos Ancash Quechua,Quechuan,,1.39836657,11.26990128,0,,,250000,2962.783068,0,FALSE,no information,,,,,
qxo,Southern Conchucos Ancash Quechua,Quechuan,,1.465557575,11.24801159,0,,,250000,5025.159261,0,FALSE,no information,,,,,
qxr,Cañar Highland Quichua,Quechuan,,1.281823516,10.85891342,0,,,100000,5439.562584,0,FALSE,no information,,,,,
rab,Camling,Sino-Tibetan,Indic,,,0.07692307979,1,3,12100,558.2562019,0,TRUE,Used as L2 by Puma [pum].,,,,,
rai,Ramoaaina,Austronesian,,1.27627492,7.465499878,0,,,10300,60.31121816,0,FALSE,Used as L2 by Kandas [kqw].,,,,,
ran,Riantana,Trans-New-Guinea,S-New-Guinea,,,0,0,1,1100,1574.265617,0,FALSE,no information,,,,,
rao,Rao,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,0.5,4,6000,2097.124543,0,FALSE,no information,,,,,
rap,Rapa Nui,Austronesian,Oceania,,,0,0.2175044119,27,3390,178.0327311,0,FALSE,no information,,,,,
ras,Tegali,Niger-Congo,African-Savannah,,,0,0.7749999762,4,35700,1037.130882,0,FALSE,no information,,,,,
raw,Rawang,Sino-Tibetan,Southeast-Asia,,,,0.125,12,62100,12463.00797,1,FALSE,"Used as L2 by Anong [nun], Drung [duu], Lisu [lis].",,,,,
rbb,Rumai Palaung,Austro-Asiatic,,,,0,0.0625,4,139000,1715.719529,0,FALSE,Used as L2 by Parauk Wa [prk].,,,,,
rej,Rejang,Austronesian,Southeast-Asia,,,0,0,1,350000,5860.074831,0,FALSE,no information,,,,,
rel,Rendille,Afro-Asiatic,S-Africa,,,0,0.412499994,4,34700,15512.46448,0,FALSE,no information,,,,,
rgr,Resígaro,Maipurean,NE-South-America,,,0,0.5249999762,10,14,845.2243627,0,FALSE,no information,almost extinct,,,,
rif,Tarifit,Afro-Asiatic,N-Africa,,,0,0.6000000238,10,1500000,15366.59388,0,FALSE,no information,,,,,
rim,Nyaturu,Niger-Congo,S-Africa,1.712110043,10.31477642,0,1,2,595000,11911.14656,0,FALSE,Used as L2 by Datooga [tcc].,,,,,
rit,Ritarungo,Australian,N-Australia,,,0,1,8,94,15088.87646,0,FALSE,no information,,,,,
rji,Raji,Sino-Tibetan,Indic,,,0,0,1,2410,267.8654721,0,FALSE,no information,,,,,
rkb,Rikbaktsa,Language-isolate,NE-South-America,1.388334632,9.378897667,0,0.6666666865,3,910,4029.393904,0,FALSE,no information,dying,,,,
rma,Rama,Chibchan,Mesoamerica,,,0,0.4830745459,23,24,898.4908115,0,FALSE,no information,,,,,
rmb,Rembarunga,Australian,N-Australia,,,0,1,3,69,6346.344351,0,FALSE,Used as L2 by Dalabon [ngk].,,,,,
rmn,Balkan Romani,Indo-European,Europe,,,0.2618932128,0.375,2,561000,554.5764715,0,TRUE,no information,,,,,
rmt,Domari,Indo-European,Greater-Mesopotamia,,,0,0.8571428657,7,2000,1.178312972,0,FALSE,no information,,,,,
rmy,Vlax Romani,Indo-European,Europe,1.496582747,8.571964264,0,0.375,4,408570,90.18005643,0,FALSE,no information,,,,,
roh,Romansch,Indo-European,Europe,,,,0.3333333433,3,35100,4079.926098,1,FALSE,no information,,,,,
ron,Romanian,Indo-European,Europe,1.785113215,9.298270226,,0.472222209,18,22610000,273969.8567,1,FALSE,no information,,,,,
roo,Rotokas,North-Bougainville,Oceania,1.463300824,9.240414619,0,,,4320,1314.259555,0,FALSE,no information,,,,,
rou,Runga,Nilo-Saharan,African-Savannah,,,0,0.6999999881,10,43000,50603.26948,0,FALSE,no information,,,,,
rro,Waima,Austronesian,S-New-Guinea,1.38290894,9.468224525,0,,,15000,586.8433,0,FALSE,no information,,,,,
rth,Ratahan,Austronesian,Oceania,,,0,0.1666666716,3,30000,408.5299975,0,FALSE,no information,,,,,
rtm,Rotuman,Austronesian,Oceania,,,0,0.5,7,9000,42.40704896,0,FALSE,no information,,,,,
rug,Roviana,Austronesian,Oceania,,,0.6184769869,0.1666666716,6,9870,958.5334152,1,TRUE,"Used as L2 by Duke [nke], Fagani [faf], Hoava [hoa], Simbo [sbb], Touo [tqu], Ughele [uge].",,,,,
run,Rundi,Niger-Congo,S-Africa,1.715163827,10.77609062,,1,2,4750000,25112.41687,1,FALSE,no information,,,,,
rus,Russian,Indo-European,Inner-Asia,1.980516195,10.08596134,0.4244272113,0.4534013569,28,135099940,8971106.442,1,TRUE,no information,,,,,
rut,Rutul,North-Caucasian,Greater-Mesopotamia,,,0,0.875,8,29510,1723.525008,0,FALSE,no information,99% as L1.,,,,
rwa,Rawo,Skou,N-Coast-New-Guinea,,,0,0,6,640,152.4664559,0,FALSE,no information,,,,,
rwo,Rawa,Trans-New-Guinea,N-Coast-New-Guinea,1.196027279,8.620635986,0,1,3,11500,900.0959018,0,FALSE,no information,,,,,
sab,Buglere,Chibchan,Mesoamerica,1.169589877,7.601466656,0,,,2500,2504.914226,0,FALSE,no information,,,,,
sac,Mesquakie,Algic,E-North-America,,,0,1,2,250,207.9703027,0,FALSE,no information,,,,,
sad,Sandawe,Khoisan,S-Africa,,,0,0.625,12,40000,4899.537757,0,FALSE,no information,,,,,
sag,Sango,Creole,African-Savannah,1.32213366,6.764657021,0.9110714793,0.2522256672,23,5400,,1,TRUE,no information,,,,,
sah,Yakut,Altaic,Inner-Asia,,,,0.8199999928,10,363000,1451253.268,1,FALSE,"Used as L2 by Chukchi [ckt], Even [eve], Evenki [evn], Northern Yukaghir [ykg], Southern Yukaghir [yux].",,,,,
saj,Sahu,West-Papuan,Oceania,,,0,0.224999994,10,7500,302.2536311,0,FALSE,no information,,,,,
sas,Sasak,Austronesian,,1.332167506,8.431092262,0,,,2100000,4372.811368,0,FALSE,no information,,,,,
sat,Santali,Austro-Asiatic,Indic,,,0.0001575491769,0.777777791,9,6157300,36609.06545,0,TRUE,"Used as L2 by Birhor [biy], Ho [hoc], Kharia [khr], Kharia Thar [ksy], Mahali [mjx].",,,,,
sba,Ngambay,Nilo-Saharan,African-Savannah,1.573806405,8.365386963,,0.5208333135,12,896000,17228.52329,1,FALSE,no information,,,,,
sbc,Kele,Austronesian,N-Coast-New-Guinea,,,0,0.375,8,600,81.71564023,0,FALSE,"Used as L2 by Ere [twp], Kurti [ktm].",,,,,
sbd,Southern Samo,Niger-Congo,,1.540181756,7.575701237,0,,,85000,2708.474077,0,FALSE,no information,,,,,
sbe,Saliba,Austronesian,S-New-Guinea,,,0,0.5227272511,11,2500,54.98441954,0,FALSE,no information,,,,,
sbf,Shabo,Unclassified,Greater-Abyssinia,,,0,0.6666666865,3,450,391.1505234,0,FALSE,no information,,,,,
sbl,Botolan Sambal,Austronesian,,1.303794622,8.336375237,0,,,32900,613.4071291,0,FALSE,Used as L2 by Abellen Ayta [abp].,,,,,
sbs,Subiya,Niger-Congo,S-Africa,,,0,1,2,35090,17735.95946,0,FALSE,Used as L2 by Yeyi [yey].,,,,,
sbu,Stod Bhoti,Sino-Tibetan,Indic,,,0,1,1,2500,,0,FALSE,no information,,,,,
sce,Dongxiang,Altaic,Southeast-Asia,,,0,0.8333333135,6,250000,2439.117996,0,FALSE,no information,,,,,
scl,Shina,Indo-European,Indic,,,0,0.571428597,7,321000,10478.81806,0,FALSE,"Used as L2 by Balti [bft], Domaaki [dmk], Khowar [khw].",,,,,
sda,Toraja-Sa'dan,Austronesian,Oceania,1.603237271,9.373334885,0,,,500000,3213.505768,0,FALSE,no information,,,,,
sdg,Savi,Indo-European,Indic,,,0,1,4,3000,1.457599129,0,FALSE,no information,,,,,
sdp,Sherdukpen,Sino-Tibetan,Indic,,,0,1,2,3100,272.8743909,0,FALSE,Used as L2 by Bugun [bgg].,,,,,
sed,Sedang,Austro-Asiatic,Southeast-Asia,,,0,0.25,6,101000,1596.668665,0,FALSE,no information,,,,,
see,Seneca,Iroquoian,E-North-America,,,0,0.7124999762,4,175,874.9673938,0,FALSE,no information,,,,,
seh,Sena,Niger-Congo,S-Africa,,,0,1,1,1340000,82364.96766,0,FALSE,no information,,,,,
sei,Seri,Language-isolate,Mesoamerica,,,0,0.6000000238,10,900,1648.189422,0,FALSE,no information,,,,,
sel,Selkup,Uralic,Inner-Asia,,,0,1,7,1640,40347.07696,0,FALSE,no information,"Northern dialect spoken by 90% of people, but not mastered by young adults and children.",,,,
sen,Nanerigé Sénoufo,Niger-Congo,African-Savannah,,,0,0.75,4,50000,3228.03094,0,FALSE,no information,,,,,
ser,Serrano,Uto-Aztecan,California,,,0,1,1,1,174.0171173,0,FALSE,no information,5 speakers: nearly extinct,,,,
ses,Koyraboro Senni Songhay,Nilo-Saharan,African-Savannah,,,0,0.2041666657,22,100000,12204.61296,0,FALSE,no information,,,,,
set,Sentani,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,,,0,0.4369791746,16,30000,361.1004927,0,FALSE,no information,,,,,
sey,Secoya,Tucanoan,NE-South-America,1.46157074,10.07404327,0,1,1,690,5180.513684,0,FALSE,Used as L2 by Cofán [con].,,,,,
sgb,Mag-Anchi Ayta,Austronesian,,1.326989412,8.184884071,0,,,8200,145.0868867,0,FALSE,no information,,,,,
sgw,Sebat Bet Gurage,Afro-Asiatic,Greater-Abyssinia,2.541062355,11.33068085,0,0.8333333135,5,2320000,2053.437275,0,FALSE,no information,,,,,
sgz,Sursurunga,Austronesian,N-Coast-New-Guinea,1.406946182,7.933568954,0,,,3000,670.2582027,0,FALSE,no information,,,,,
shb,Ninam,Yanomaman,NE-South-America,,,0,0.6666666865,6,570,25339.59283,0,FALSE,Used as L2 by Arutani [atx].,,,,,
shh,Shoshoni,Uto-Aztecan,Basin-and-Plains,,,0,1,5,2910,6817.13778,0,FALSE,no information,,,,,
shi,Tachelhit,Afro-Asiatic,N-Africa,1.789218068,11.56984425,0,0.8888888955,9,3000000,101779.0724,0,FALSE,no information,,,,,
shj,Shatt,Nilo-Saharan,African-Savannah,,,0,0.6666666865,6,15000,416.6584201,0,FALSE,no information,,,,,
shk,Shilluk,Nilo-Saharan,African-Savannah,1.618387938,9.084130287,0,0.6666666865,9,175000,14546.93558,0,FALSE,no information,,,,,
shp,Shipibo-Conibo,Panoan,NE-South-America,1.440391898,9.715197563,0,0.5552380681,20,26000,32383.0304,0,FALSE,Used as L2 by Isconahua [isc].,,,,,
shs,Shuswap,Salish,Alaska-Oregon,,,0,0.6607142687,14,500,831.0722457,0,TRUE,no information,L2prop==0,,,,
shu,Chadian Spoken Arabic,Afro-Asiatic,African-Savannah,1.506076694,9.119730949,0.04286589101,1,1,1076000,166361.5703,1,TRUE,"Used as L2 by Amdang [amj], Assangori [sjg], Bagirmi [bmi], Barein [bva], Besme [bes], Bidiyo [bid], Bolgo [bvo], Bon Gula [glc], Bua [bub], Buduma [bdm], Dangaléat [daa], Dar Daju Daju [djc], Dar Sila Daju [dau], Dazaga [dzg], Fania [fni], Gula [glu], Gula Iro [glj], Kanembu [kbl], Kenga [kyq], Kibet [kie], Koke [kou], Kulfa [kxj], Lagwan [kot], Maba [mde], Mabire [muj], Mararit [mgb], Marfa [mvu], Masalit [mls], Masmaje [mes], Mawa [mcw], Migaama [mmy], Mogum [mou], Mser [kqx], Mubi [mub], Mukulu [moz], Naba [mne], Runga [rou], Saba [saa], Sinyar [sys], Sokoro [sok], Tama [tma], Tamki [tax], Tedaga [tuq], Toram [trj], Tunia [tug], Zaghawa [zag], Zan Gula [zna], Zerenkel [zrn].",,,,,
shy,Tachawit,Afro-Asiatic,N-Africa,,,0,1,1,1400000,37492.0848,0,FALSE,no information,,,,,
sid,Sidamo,Afro-Asiatic,Greater-Abyssinia,,,0.0327815637,0.625,8,2900000,4845.467904,0,TRUE,no information,,,,,
sif,Siamou,Niger-Congo,African-Savannah,,,0,0.6666666865,3,20000,325.1708077,0,FALSE,no information,,,,,
sig,Paasaal,Niger-Congo,,1.447563052,7.389959335,0,,,36000,2097.019273,0,FALSE,no information,,,,,
sil,Tumulung Sisaala,Niger-Congo,,1.489870548,7.867537498,0,,,105000,2604.524792,0,FALSE,"Used as L2 by Konni [kma], Paasaal [sig].",,,,,
sim,Mende,Sepik,N-Coast-New-Guinea,1.360713601,8.766572952,0,,,5700,85.25299895,0,FALSE,no information,,,,,
sin,Sinhala,Indo-European,Indic,1.778150916,10.70245171,0.1233756095,0.90625,4,15500000,53976.21493,1,TRUE,no information,,,,,
sip,Sikkimese,Sino-Tibetan,Indic,,,0,0.1111111119,9,70300,1197.629422,0,FALSE,no information,,,,,
siw,Siwai,South-Bougainville,Oceania,,,0,0.9166666865,6,6600,613.8105741,0,FALSE,no information,,,,,
siz,Siwi,Afro-Asiatic,N-Africa,,,0,0.5,4,30000,9.759015307,0,FALSE,no information,,,,,
sja,Epena,Chocoan,Andean,1.434163094,9.726707458,0,0.5671842694,23,3550,4574.244629,0,FALSE,no information,,,,,
sjd,Kildin Saami,Uralic,Inner-Asia,,,0,1,1,500,42372.37982,0,FALSE,no information,,,,,
sjg,Assangori,Nilo-Saharan,African-Savannah,,,0,1,4,23500,1872.765481,0,FALSE,no information,,,,,
sjr,Siar-Lak,Austronesian,N-Coast-New-Guinea,,,0,0.3333333433,3,2080,1397.564251,0,FALSE,"Used as L2 by Kandas [kqw], Label [lbb].",,,,,
skd,Southern Sierra Miwok,Miwok-Costanoan,California,,,0,0.7699248195,19,7,,0,FALSE,no information,,,,,
skf,Sakirabiá,Tupian,,,,0,0.3333333433,6,23,165.6100472,0,FALSE,no information,,,,,
skj,Seke,Sino-Tibetan,Indic,,,0,1,2,700,59.92314681,0,FALSE,no information,,,,,
sku,Sakao,Austronesian,Oceania,,,0,0.8571428657,7,4000,342.1752161,0,FALSE,no information,,,,,
skv,Skou,Skou,N-Coast-New-Guinea,,,0,0.75,3,700,248.4830152,0,FALSE,no information,,,,,
slc,Sáliba,Sálivan,NE-South-America,,,0,0.6666666865,3,1560,2484.979575,0,FALSE,no information,,,,,
sld,Sissala,Niger-Congo,,1.706760049,8.467832565,0,,,13000,1214.667743,0,FALSE,no information,,,,,
slk,Slovak,Indo-European,Europe,1.998642683,10.05925751,0.247112155,,,4701800,45073.51898,1,TRUE,no information,,,,,
sll,Salt-Yui,Trans-New-Guinea,Interior-New-Guinea,1.343898892,8.733942986,0,0.620370388,9,6500,134.9259258,0,FALSE,no information,,,,,
slp,Lamaholot,Austronesian,Oceania,,,,0.375,8,150000,961.0167654,1,FALSE,"Used as L2 by Adonara [adr], Alor [aol], Ile Ape [ila], Lamalera [lmr], Lamatuka [lmq], Levuka [lvu], Lewo Eleng [lwe], Lewotobi [lwt], South Lembata [lmf], West Lembata [lmj].",,,,,
slr,Salar,Altaic,Inner-Asia,,,0,1,1,60000,4356.068677,0,FALSE,no information,,,,,
slv,Slovenian,Indo-European,Europe,1.940674186,9.788516998,,0.555555582,9,1851190,22646.90018,1,FALSE,no information,,,,,
sme,North Saami,Uralic,Inner-Asia,1.709398627,9.822023392,,0.5961538553,13,20700,8162.493526,1,FALSE,no information,,,,,
smk,Bolinao,Austronesian,,1.515688419,8.597958565,0.0889679715,,,50000,273.484277,0,TRUE,"Used as L2 by Cebuano [ceb], Ilocano [ilo].",,,,,
sml,Central Sama,Austronesian,,1.542995214,8.856347084,0,,,90000,442.6085359,0,FALSE,Used as L2 by Southern Sama [ssb].,,,,,
smo,Samoan,Austronesian,Oceania,1.398918629,7.275206566,,0.2756410241,13,306840,3086.710664,1,FALSE,no information,,,,,
smq,Samo,Trans-New-Guinea,Interior-New-Guinea,,,0,1,1,900,627.4801938,0,FALSE,no information,,,,,
smr,Simeulue,Austronesian,Southeast-Asia,,,0,0,3,30000,1401.081026,0,FALSE,no information,,,,,
sna,Shona,Niger-Congo,S-Africa,1.617569447,11.13432312,0.1994879842,0.75,8,10741200,219330.1448,1,TRUE,"Used as L2 by Kalanga [kck], Nambya [nmq], Zimbabwe Sign Language [zib].",,,,,
snc,Sinaugoro,Austronesian,S-New-Guinea,1.321318269,9.222078323,0,0.8333333135,6,18000,2177.648592,0,FALSE,no information,,,,,
snd,Sindhi,Indo-European,Indic,1.854580879,9.25975132,,0,1,21315000,135029.8144,1,FALSE,"Used as L2 by Aer [aeq], Bagri [bgq], Dhatki [mki], Ghera [ghr], Goaria [gig], Gurgula [ggg], Jandavra [jnd], Jogi [jog], Loarki [lrk], Marwari [mve], Memoni [mby], Od [odk], Parkari Koli [kvx], Sansi [ssi], Sindhi Bhil [sbn], Vaghri [vgr].",,,,,
snf,Noon,Niger-Congo,African-Savannah,,,0,0.6018518806,9,32900,198.8068311,0,FALSE,no information,,,,,
snk,Soninke,Niger-Congo,African-Savannah,,,0,0,3,1145000,60151.68204,0,FALSE,Used as L2 by Kagoro [xkg].,,,,,
snn,Siona,Tucanoan,NE-South-America,1.267880201,9.203838348,0,1,6,550,2996.049732,0,FALSE,no information,,,,,
snp,Siane,Trans-New-Guinea,Interior-New-Guinea,1.381287813,9.149299622,0,0.6666666865,9,29000,541.7369357,0,FALSE,no information,,,,,
snq,Sangu,Niger-Congo,S-Africa,,,0,1,4,20900,5347.409588,0,FALSE,Used as L2 by Kélé [keb].,,,,,
snw,Selee,Niger-Congo,,1.611481667,9.094033241,0,,,11300,72.50958407,0,FALSE,no information,,,,,
sny,Saniyo-Hiyewe,Sepik,Interior-New-Guinea,1.106578588,7.57452631,0,,,1300,466.2710827,0,FALSE,Used as L2 by Yawiyo [ybx].,,,,,
sob,Sobei,Austronesian,N-Coast-New-Guinea,,,0,0.6666666865,6,1000,116.6541277,0,FALSE,no information,,,,,
som,Somali,Afro-Asiatic,Greater-Abyssinia,1.639873981,9.773780823,0.005796750076,0.5197368264,19,13742400,935426.8647,1,TRUE,no information,,,,,
soq,Kanasi,Trans-New-Guinea,,1.505433679,9.340400696,0,,,2200,1221.272395,0,FALSE,no information,,,,,
sot,Southern Sotho,Niger-Congo,S-Africa,1.558546305,8.098381996,0.5694103837,0.4583333433,6,6010000,122787.1752,1,TRUE,no information,,,,,
sov,Sonsorol,Austronesian,Oceania,,,0,0.3095238209,7,600,7.329849477,0,FALSE,no information,,,,,
soy,Miyobe,Niger-Congo,,1.660679102,8.995183945,0,,,8700,583.8464732,0,FALSE,no information,,,,,
spa,Spanish,Indo-European,Europe,1.738634586,8.857563019,0.1729403883,0.4396384358,27,327355040,7536876.619,1,TRUE,no information,,,,,
spl,Selepet,Trans-New-Guinea,N-Coast-New-Guinea,1.373890281,9.409114838,0,0.8571428657,7,7000,193.7401641,0,FALSE,no information,,,,,
spo,Spokane,Salish,Basin-and-Plains,,,0,1,1,50,564.5938141,0,FALSE,no information,"2 speakers, some semi-speakers",,,,
spp,Supyire Senoufo,Niger-Congo,African-Savannah,1.486861229,8.124066353,0,0.4212454259,26,350000,12209.95901,0,FALSE,"Used as L2 by Jowulu [jow], Syenara Sénoufo [shz].",,,,,
sps,Saposa,Austronesian,Oceania,1.435971022,8.11186409,0,0.25,4,1400,25.63136375,0,FALSE,no information,,,,,
spu,Sapuan,Austro-Asiatic,Southeast-Asia,,,0,0.125,2,2400,927.1892533,0,FALSE,no information,,,,,
spy,Sabaot,Nilo-Saharan,,1.493879557,9.830163956,0,,,279000,1661.175373,0,FALSE,no information,,,,,
sqt,Soqotri,Afro-Asiatic,Greater-Abyssinia,,,0,1,1,57000,3803.38473,0,FALSE,no information,,,,,
squ,Squamish,Salish,Alaska-Oregon,,,0,0.5732142925,20,15,22.59523646,0,TRUE,no information,L2prop==0,,,,
srb,Sora,Austro-Asiatic,Indic,,,0,1,4,310000,5262.209833,0,FALSE,no information,,,,,
sri,Siriano,Tucanoan,NE-South-America,1.347498536,9.932881355,0,,,350,1039.921067,0,FALSE,no information,,,,,
srm,Saramaccan,Creole,NE-South-America,1.436049342,7.258929253,0,,,26000,5048.5252,0,FALSE,Used as L2 by Kwinti [kww].,,,,,
srn,Sranan,Creole,NE-South-America,1.451662421,7.288277149,0.4221190512,,,126400,5680.915531,1,TRUE,"Used as L2 by Arawak [arw], Aukan [djk], Carib [car], Dutch [nld], Kwinti [kww], Sarnami Hindustani [hns], Wayana [way].",,,,,
sro,Campidanese Sardinian,Indo-European,,,,0,0.6666666865,6,345000,11613.45752,0,FALSE,no information,,,,,
srp,Serbian,Indo-European,,1.950321078,9.818397522,,,,9231300,94861.09452,1,FALSE,no information,,,,,
srq,Sirionó,Tupian,NE-South-America,1.406900883,8.103703499,0,0.6200000048,10,400,1072.653755,0,FALSE,no information,,,,,
srs,Sarsi,Eyak-Athabaskan,Basin-and-Plains,,,0,0.5454545617,11,50,225.4849933,0,FALSE,no information,,,,,
ssd,Siroi,Trans-New-Guinea,N-Coast-New-Guinea,1.391813278,8.548089027,0,0.4545454681,11,1310,139.5981997,0,FALSE,no information,,,,,
ssf,Thao,Austronesian,Southeast-Asia,,,0,1,1,6,0.101202423,0,FALSE,no information,nearly extinct,,,,
ssg,Seimat,Austronesian,Oceania,1.438671947,8.181437492,0,,,1000,23.43990644,0,FALSE,no information,,,,,
ssn,Sanye,Afro-Asiatic,S-Africa,,,0,0.5,6,17400,1446.330379,0,FALSE,no information,,,,,
sst,Sinasina,Trans-New-Guinea,Interior-New-Guinea,,,0,0.75,4,50100,148.51577,0,FALSE,no information,,,,,
ssw,Swati,Niger-Congo,S-Africa,1.695986748,11.76096725,0.5080225468,0.6666666865,3,2034200,36491.09056,1,TRUE,no information,,,,,
ssx,Samberigi,Trans-New-Guinea,,1.182290435,9.46781826,0,,,3130,466.633489,0,FALSE,no information,,,,,
stn,Owa,Austronesian,,1.353959322,7.993645191,0,,,8410,139.3594082,0,FALSE,no information,,,,,
stp,Southeastern Tepehuan,Uto-Aztecan,Mesoamerica,1.225315332,8.04417038,0,0.8571428657,7,10600,4273.765198,0,FALSE,Used as L2 by Eastern Durango Nahuatl [azd].,,,,,
str,Straits Salish,Salish,Alaska-Oregon,,,0.8928571343,1,1,20,160.9612783,0,TRUE,no information,,,,,
sua,Sulka,Language-isolate,N-Coast-New-Guinea,1.32544291,8.189777374,0,0.5909090638,11,2500,414.9070621,0,FALSE,no information,,,,,
sue,Suena,Trans-New-Guinea,S-New-Guinea,1.344112396,8.634496689,0,0.4558333457,20,3000,398.0259788,0,FALSE,Used as L2 by Yekora [ykr].,,,,,
sui,Suki,Trans-New-Guinea,S-New-Guinea,,,0,1,4,3510,5039.28669,0,FALSE,no information,,,,,
suk,Sukuma,Niger-Congo,S-Africa,1.653489947,9.696881294,0,1,1,5430000,45017.42711,0,FALSE,"Used as L2 by Hadza [hts], Zinza [zin].",,,,,
sun,Sunda,Austronesian,Southeast-Asia,1.760443568,9.923578262,0,0.3035714328,14,34000000,37177.76305,0,FALSE,no information,,,,,
suq,Suri,Nilo-Saharan,Greater-Abyssinia,,,0,0.8999999762,4.5,20600,2537.896806,0,FALSE,Used as L2 by Kacipo-Balesi [koe].,,,,,
sur,Mwaghavul,Afro-Asiatic,African-Savannah,1.3656528,7.738440514,,0.09722222388,12,295000,890.3069125,1,FALSE,"Used as L2 by Cakfem-Mushere [cky], Ron [cla].",,,,,
sus,Susu,Niger-Congo,African-Savannah,1.516298175,7.731471539,0,0.375,4,1031880,29997.61742,0,FALSE,"Used as L2 by Baga Koga [bgo], Baga Manduri [bmd], Baga Pokur [bcg], Baga Sitemu [bsp], Nalu [naj], Pular [fuf].",,,,,
suv,Sulung,Sino-Tibetan,Indic,,,0,1,1,5000,,0,FALSE,no information,,,,,
sva,Svan,Kartvelian,Greater-Mesopotamia,,,0,0.25,1,15000,2856.568663,0,FALSE,no information,,,,,
svs,Savosavo,Central-Solomons,Oceania,,,0,0.5,8,2420,34.79161514,0,FALSE,no information,,,,,
swe,Swedish,Indo-European,Europe,1.726292968,8.855244637,0.2522194684,0.3289473653,19,8236000,460057.3263,1,TRUE,no information,,,,,
swg,Swabian,Indo-European,,1.83044529,8.918135643,0,,,819000,,0,FALSE,no information,,,,,
swh,Swahili,Niger-Congo,,1.650579929,10.0179081,0.8373010159,0.6748236418,27,675000,19618.77647,1,TRUE,no information,,,,,
swk,Malawi Sena,Niger-Congo,,1.53195107,10.25966263,0,,,270000,2136.813452,0,FALSE,no information,,,,,
